"eu_rnpa","economic_unit","vessel_rnpa","vessel_name","owner_rnpa","owner_name","hull_identifier","target_species","finfish","sardine","shark","shrimp","tuna","others","state","home_port","construction_year","hull_material","preservation_system","gear_type","detection_gear","vessel_type","vessel_length_m","vessel_beam_m","vessel_height_m","vessel_draft_m","vessel_gross_tonnage","captain_num","engineer_num","s_fisher_num","fisher_num","sfc_gr_kwh","engine_power_hp","engine_power_kw","imputed_engine_power","engine_power_bin_hp","design_speed_kt","brand","model","fuel_type","fleet"
"2005002809","PESQUERA PERLA DE SALINA CRUZ SA DE CV","00040360","PERLA 1","2005002809","PESQUERA PERLA DE SALINA CRUZ SA DE CV","20031541238","CAMARÓN",0,0,0,1,0,0,"OAXACA","SALINA CRUZ",1980,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.9,6900,3.27,3000,20,1,1,0,3,220,365,272.1805,FALSE,365,10.8055722873817,"CATERPILLAR","3408","Diesel","large scale"
"0203016316","TUNIPESCA SA DE CV","00046722","RAMBLER","0203016316","TUNIPESCA SA DE CV","2011278235","TIBURÓN",0,0,1,0,0,0,"BAJA CALIFORNIA","ENSENADA",1977,"ACERO","HIELO | REFRIGERACIÓN","PALANGRE","ECOSONDA | SONAR | VIDEOSONDA","COMERCIAL",14.3,4.4,2.5,0,20,1,1,0,6,220,250,186.425,FALSE,250,10.7041757419871,"DETROIT","GV71","Diesel","large scale"
"2005002809","PESQUERA PERLA DE SALINA CRUZ SA DE CV","00039156","PERLA 2","2005002809","PESQUERA PERLA DE SALINA CRUZ SA DE CV","20031487236","CAMARÓN",0,0,0,1,0,0,"OAXACA","SALINA CRUZ",1985,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22.4,6500,3.9,3,25,1,1,0,3,220,365,272.1805,FALSE,365,10.8055722873817,"CUMMINS","KT1150","Diesel","large scale"
"2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","00025791","RENE","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","26020050234","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1958,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",20.45,6.1,3.23,3,58.6,1,1,1,4,220,402,299.7714,FALSE,402,10.8380754339523,"CATERPILLAR","0","Diesel","large scale"
"2604008447","PESQUERA SAGUI SA DE CV","00022541","VERONICA","2604008447","PESQUERA SAGUI SA DE CV","26020128234","CAMARÓN | OTRAS",0,0,0,1,0,0,"SONORA","GUAYMAS",1979,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.22,6.6,3.6,3,20,1,1,0,4,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","3412","Diesel","large scale"
"2604008447","PESQUERA SAGUI SA DE CV","00022533","TALISMAN","2604008447","PESQUERA SAGUI SA DE CV","26020129233","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1980,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",19.28,6.05,3.5,3,20,1,1,0,4,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","0","Diesel","large scale"
"2604008447","PESQUERA SAGUI SA DE CV","00020248","CARLOS M","2604008447","PESQUERA SAGUI SA DE CV","26020130237","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1974,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22.75,6.9,3.5,3,20,1,1,0,4,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","0","Diesel","large scale"
"2604011409","GEOMAR PESQUERA SA DE CV","00024166","GEOMAR V (PAVITO III)","2604011409","GEOMAR PESQUERA SA DE CV","2602013123-8","CAMARÓN | ESCAMA",1,0,0,1,0,0,"SONORA","GUAYMAS",1978,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",20.74,5.93,2.86,2,15,1,1,1,3,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","3408","Diesel","large scale"
"2604009809","PESQUERA MAUCER SA DE CV","00038810","CAPITAN CORTEZ","2604009809","PESQUERA MAUCER SA DE CV","26020142231","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1980,"ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL",23,6,0,2,0,1,1,0,1,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","0","Diesel","large scale"
"2604011409","GEOMAR PESQUERA SA DE CV","00023226","GEOMAR IV","2604011409","GEOMAR PESQUERA SA DE CV","26020220235","CAMARÓN | ESCAMA",1,0,0,1,0,0,"SONORA","GUAYMAS",1974,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22.2,6,0,2,0,1,1,1,4,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","0","Diesel","large scale"
"2604008322","PESQUERA CASTA, S.A. DE C.V.","00022475","COCORIT","2604008322","PESQUERA CASTA, S.A. DE C.V.","2602022123-7","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1979,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22.05,6.2,3.1,4,121.67,1,1,1,3,220,450,335.565,FALSE,450,10.8801545575481,"CATERPILLAR","353","Diesel","large scale"
"2604009775","PESQUERA BACOCHIBAMPO, S.A. DE C.V.","00024182","DAGIO","2604009775","PESQUERA BACOCHIBAMPO, S.A. DE C.V.","26020302238","CAMARÓN | TIBURÓN | OTRAS",0,0,1,1,0,0,"SONORA","GUAYMAS",1981,"ACERO","CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.05,6.17,3.14,3,62.2,1,1,4,1,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","D-353","Diesel","large scale"
"2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","00024711","L-VII","2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","26020360236","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1979,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.94,6.04,3.5,3,28,1,1,0,4,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","353","Diesel","large scale"
"2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","00024067","SELECTA 16","2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","26020367233","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1978,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22.26,6.04,3.5,3,25,1,1,0,4,220,365,272.1805,FALSE,365,10.8055722873817,"CATERPILLAR","353","Diesel","large scale"
"2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","00023762","CHUYITO V","2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","26020438233","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1979,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.94,6.04,3.5,3,24,1,1,0,4,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","353","Diesel","large scale"
"2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","00023515","CHUYITO XXI","2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","26020454235","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1979,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",19.4,5.84,2.92,3,24,1,1,0,4,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","353","Diesel","large scale"
"2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","00023770","CHUYITO VI","2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","26020460235","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1979,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.94,6.04,3.5,3,24,1,1,0,4,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","353","Diesel","large scale"
"2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","00023739","CHUYITO III","2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","26020464238","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1979,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.94,6.04,3.5,3,23,1,1,0,4,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","353","Diesel","large scale"
"2604011300","PESQUERA NUEVA SA DE CV","00041434","CHUYITO XXV","2604011300","PESQUERA NUEVA SA DE CV","26020466233","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1983,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",25.04,6.2,3.25,4,26,1,1,0,4,180,550,410.135,FALSE,550,10.9675033726524,"CATERPILLAR","3412","Diesel","large scale"
"2604011300","PESQUERA NUEVA SA DE CV","00023788","CHUYITO VII","2604011300","PESQUERA NUEVA SA DE CV","26020467236","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1979,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.94,6.04,3.05,3,26,1,1,0,4,220,565,421.3205,FALSE,550,10.9805688608392,"CATERPILLAR","3412","Diesel","large scale"
"2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","00023747","CHUYITO II","2604007720","PESQUERA SELECTA DE GUAYMAS SA DE CV","26020470232","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1980,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.94,6.04,3.5,3,23,1,1,0,4,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","353","Diesel","large scale"
"2604006086","ALMA MIRELLA ACUÑA GOMEZ","00023259","RESURRECCION II","2604006086","ALMA MIRELLA ACUÑA GOMEZ","26020482233","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1973,"ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22,6,3,3,20,1,1,0,4,220,385,287.0945,FALSE,375,10.8231488158486,"CATERPILLAR","D353","Diesel","large scale"
"2604011425","PESQUERA DON PAVO SA DE CV","00018127","DON LOPE","2604011425","PESQUERA DON PAVO SA DE CV","26020535235","CAMARÓN",0,0,0,1,0,0,"SONORA","GUAYMAS",1980,"ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL",21.06,6.4,3.75,4,20,1,1,0,1,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","0","Diesel","large scale"
"2604007811","PESQUERA DELLY SA DE CV","00022319","NETO","2604007811","PESQUERA DELLY SA DE CV","26022569233","CAMARÓN | ESCAMA",1,0,0,1,0,0,"SONORA","GUAYMAS",1979,"ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",19.28,6,3.5,2,22,1,1,0,4,220,485,361.6645,FALSE,475,10.9107752211126,"CATERPILLAR","D353","Diesel","large scale"
"3012003673","NAVIERA Y PESQUERA EL RUISE¿OR SA DE CV","00069542","EL RUISE¿OR II (CARLOS JAVIER)","3012003673","NAVIERA Y PESQUERA EL RUISE¿OR SA DE CV","28040396238","CAMARÓN",0,0,0,1,0,0,"VERACRUZ","VERACRUZ",1975,"ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL",22,6,0,3,0,1,1,0,1,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","0","Diesel","large scale"
"2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","00038950","ANGEL","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","26020038232","CAMARÓN | OTRAS",0,0,0,1,0,0,"SONORA","GUAYMAS",1982,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",19.83,5.8,3.51,3,58.6,1,1,1,4,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","3412","Diesel","large scale"
"2604009775","PESQUERA BACOCHIBAMPO, S.A. DE C.V.","00038760","ALONSO","2604009775","PESQUERA BACOCHIBAMPO, S.A. DE C.V.","26020301237","CAMARÓN | ESCAMA | OTRAS",1,0,0,1,0,0,"SONORA","GUAYMAS",1981,"ACERO","CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",19.71,6.13,3.09,3,62.2,1,1,4,1,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","D-353","Diesel","large scale"
"2508006125","PESQUERA DE LA CRUZ, SA DE CV","00055129","DOÑA CARMEN","2508006125","PESQUERA DE LA CRUZ, SA DE CV","2503015623-5","CAMARÓN",0,0,0,1,0,0,"SINALOA","MAZATLAN",1998,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",23,7,4,0,79,1,1,0,6,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","D-3408","Diesel","large scale"
"2604004883","TERESITA DE JESUS ESPINOZA MENDIVIL","00018119","DANIEL´S","2604004883","TERESITA DE JESUS ESPINOZA MENDIVIL","26020304236","CAMARÓN",0,0,0,1,0,0,"SONORA","YAVAROS",1979,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.94,6.4,3.7,1.9,22,1,1,2,6,220,425,316.9225,FALSE,425,10.8582506253683,"CATERPILLAR","353","Diesel","large scale"
"0401002472","PESCASUR, S.A. DE C.V.","00068197","CAMPECHE MARISOL","0401002472","PESCASUR, S.A. DE C.V.","4020006237","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1987,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.86,5.6,3.36,2,60,1,1,0,1,220,402,299.7714,FALSE,402,10.8380754339523,"CATERPILLAR","3408","Diesel","large scale"
"0401002472","PESCASUR, S.A. DE C.V.","00068155","JACKIE C","0401002472","PESCASUR, S.A. DE C.V.","4020010233","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1991,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",20.64,6.1,3.2,2,50,1,1,0,1,220,402,299.7714,FALSE,402,10.8380754339523,"CATERPILLAR","3408","Diesel","large scale"
"0401002472","PESCASUR, S.A. DE C.V.","00040576","DON ISAAC","0401002472","PESCASUR, S.A. DE C.V.","4020014235","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1980,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",26.23,6.1,3.79,3.79,25,1,1,1,1,180,455,339.2935,FALSE,450,10.8845321410207,"CATERPILLAR","C18 MPG3G","Diesel","large scale"
"0401002472","PESCASUR, S.A. DE C.V.","00068171","DON TAVO","0401002472","PESCASUR, S.A. DE C.V.","4020016238","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1988,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",20.54,6.2,3.24,2.44,45,1,1,0,1,220,432,322.1424,FALSE,425,10.8643864168679,"CATERPILLAR","3408-B","Diesel","large scale"
"0401003637","NAVIERA Y PESQUERA MIROLAMA SA DE CV","00003541","MARQUEZ III","0401003637","NAVIERA Y PESQUERA MIROLAMA SA DE CV","4020065236","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1978,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",23.84,6.7,3.65,2.5,30,1,1,1,1,220,500,372.85,FALSE,500,10.9238823478233,"YANMAR","6HYM-WET","Diesel","large scale"
"0401003512","NAVIERA RAMIREZ SA DE CV","00005678","MARQUEZ II","0401003512","NAVIERA RAMIREZ SA DE CV","4020101238","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1980,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",23,6,3,2.5,28,1,1,0,1,220,380,283.366,FALSE,375,10.8187562852135,"CATERPILLAR","3408","Diesel","large scale"
"0401002472","PESCASUR, S.A. DE C.V.","00005819","MILENA (MARQUEZ I)","0401002472","PESCASUR, S.A. DE C.V.","4020112239","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1980,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",23.02,6.43,3.48,2.5,25,1,1,0,1,220,402,299.7714,FALSE,402,10.8380754339523,"CATERPILLAR","3408","Diesel","large scale"
"0401002860","FRANCISCO ELIAS ROMELLON HERRERA","00068510","DON FRANCISCO R-III","0401002860","FRANCISCO ELIAS ROMELLON HERRERA","4021282233","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1987,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21,6,3,1.5,0,1,1,1,1,220,455,339.2935,FALSE,450,10.8845321410207,"CATERPILLAR","C18MP2MC","Diesel","large scale"
"0401002860","FRANCISCO ELIAS ROMELLON HERRERA","00069351","DON FRANCISCO R-VII","0401002860","FRANCISCO ELIAS ROMELLON HERRERA","4021285238","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1991,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22,7,4,2.1,34,1,1,1,1,220,455,339.2935,FALSE,450,10.8845321410207,"CATERPILLAR","C-18 MP3G","Diesel","large scale"
"0401005012","GRUPO INVERSIONISTA DEL SURESTE S.A. DE C.V.","00069450","DON FRANCISCO R IX","0401005012","GRUPO INVERSIONISTA DEL SURESTE S.A. DE C.V.","4021287234","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1991,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22,7,3.67,3,95,1,1,1,1,220,455,339.2935,FALSE,450,10.8845321410207,"CATERPILLAR","C-18 MP2MC","Diesel","large scale"
"0402005276","NAVIERA ALEJANDRE, S.A. DE C.V.","00068213","DON LAU II","0402005276","NAVIERA ALEJANDRE, S.A. DE C.V.","4021399236","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1988,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22.86,6.8,3.2,2.5,25,1,1,1,1,220,500,372.85,FALSE,500,10.9238823478233,"YANMAR","6HYM-WET","Diesel","large scale"
"0401005384","JUAN CARLOS LOPEZ PRESUEL","00068239","ALHAMBRA II","0401005384","JUAN CARLOS LOPEZ PRESUEL","4021400235","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1988,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22.86,6.8,3.2,2.5,70,1,1,1,1,220,432,322.1424,FALSE,425,10.8643864168679,"CATERPILLAR","3408","Diesel","large scale"
"0401002902","JAIME AUGUSTO RUIZ MORENO","00045864","TRIANGULO II","0401002902","JAIME AUGUSTO RUIZ MORENO","22808013343","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1988,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",19.84,6,3.5,2,72,1,1,1,1,220,402,299.7714,FALSE,402,10.8380754339523,"CATERPILLAR","3408","Diesel","large scale"
"2808005058","CARLOS JESUS BELLO ARELLANO","00069146","TWINS I","2808005058","CARLOS JESUS BELLO ARELLANO","28040372236","CAMARÓN",0,0,0,1,0,0,"TAMAULIPAS","TAMPICO",1983,"ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL",21.1,6,0,2,0,1,1,0,1,220,432,322.1424,FALSE,425,10.8643864168679,"CATERPILLAR","0","Diesel","large scale"
"2508006778","PESQUERA JUSAJELI, SA DE CV","00019117","DON AGUSTIN VII (SANTA CATALINA IV)","2508006778","PESQUERA JUSAJELI, SA DE CV","25030050231","CAMARÓN",0,0,0,1,0,0,"SINALOA","MAZATLAN",1977,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",19.31,6,3.5,2.6,40,1,2,2,2,220,500,372.85,FALSE,500,10.9238823478233,"YANMAR","6HYM-WET","Diesel","large scale"
"2508005523","PESCA GAGUI, SA DE CV","00016139","PROPEMEX Y-5-A","2508005523","PESCA GAGUI, SA DE CV","2503056923-7","CAMARÓN | TIBURÓN | OTRAS",0,0,1,1,0,0,"SINALOA","MAZATLAN",1976,"ACERO","CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22,6.2,3.5,0,12,1,1,0,4,220,455,339.2935,FALSE,450,10.8845321410207,"CATERPILLAR","KTA1150","Diesel","large scale"
"2508005523","PESCA GAGUI, SA DE CV","00016162","PROPEMEX A-21-A","2508005523","PESCA GAGUI, SA DE CV","2503057023-4","OTRAS",0,0,0,0,0,1,"SINALOA","MAZATLAN",1976,"ACERO","CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.9,6.2,3.5,0,12,1,1,0,4,220,450,335.565,FALSE,450,10.8801545575481,"CUMMINS","KTA-1150","Diesel","large scale"
"2508005424","PESQUERA CERRO VIGIA, SA DE CV","00019422","PROPEMEX A-47-A","2508005424","PESQUERA CERRO VIGIA, SA DE CV","25030693238","CAMARÓN",0,0,0,1,0,0,"SINALOA","MAZATLAN",1977,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.94,6.1,3.6,3.4,12,1,1,0,4,220,455,339.2935,FALSE,450,10.8845321410207,"CATERPILLAR","3408","Diesel","large scale"
"2508005424","PESQUERA CERRO VIGIA, SA DE CV","00011650","PROPEMEX A-18-A","2508005424","PESQUERA CERRO VIGIA, SA DE CV","2503069523-7","CAMARÓN",0,0,0,1,0,0,"SINALOA","MAZATLAN",1977,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.94,6.1,3.65,3.4,12,1,1,0,4,220,440,328.108,FALSE,425,10.8713961876396,"CATERPILLAR","3408","Diesel","large scale"
"2808005876","PESQUERA FEREY S.A. DE C.V","00038620","RASTREADOR (CENTENARIO I)","2808005876","PESQUERA FEREY S.A. DE C.V","2804021123-6","CAMARÓN",0,0,0,1,0,0,"TAMAULIPAS","TAMPICO",1982,"ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL",22.81,6.48,3.5,2.5,20,1,1,2,1,220,440,328.108,FALSE,425,10.8713961876396,"CUMMINS","KT19 M","Diesel","large scale"
"2508010556","PESQUERIA BAHIA DE SANTIAGO, SA DE CV","00013896","MARIA DEL ROSARIO (TAPILU IV)","2508010556","PESQUERIA BAHIA DE SANTIAGO, SA DE CV","25030089237","CAMARÓN | ESCAMA",1,0,0,1,0,0,"SINALOA","MAZATLAN",1979,"ACERO","REFRIGERACIÓN","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL",21.94,6.1,3.65,3,30,1,1,0,6,220,440,328.108,FALSE,425,10.8713961876396,"CATERPILLAR","3408","Diesel","large scale"
"2508011182","PESCA INTEGRA DE ALTA MAR, SA DE CV","00011684","MARIANO PEREZ IV (JUDILILI III, GATO II)","2508011182","PESCA INTEGRA DE ALTA MAR, SA DE CV","2503111823-5","CAMARÓN",0,0,0,1,0,0,"SINALOA","MAZATLAN",1977,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.9,6.1,3.6,0,120,1,1,0,4,220,440,328.108,FALSE,425,10.8713961876396,"CUMMINS","KTA1152M","Diesel","large scale"
"2508010515","PESQUERA SEJOMAR, SA DE CV","00069229","MANUEL R (TAPILU VI, ESPERANZA I)","2508010515","PESQUERA SEJOMAR, SA DE CV","2503104723-5","CAMARÓN",0,0,0,1,0,0,"SINALOA","MAZATLAN",1971,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",25.7,6.7,3.8,2.6,18,1,1,0,6,180,440,328.108,FALSE,425,10.8713961876396,"CATERPILLAR","D3408","Diesel","large scale"
"0207000092","SCPP BAHIA DE LOS ANGELES SCL","00040113","BAHIA DE LOS ANGELES II","0207000092","SCPP BAHIA DE LOS ANGELES SCL","2020461234","CAMARÓN | ESCAMA",1,0,0,1,0,0,"BAJA CALIFORNIA","SAN FELIPE",1984,"ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL",22.86,6.1,3.2,2.5,80.5,1,1,0,5,220,503,375.0871,FALSE,500,10.9265026200986,"CATERPILLAR","3412","Diesel","large scale"
"0305001588","ROBERTO LOPEZ OROZCO","00048371","BLANCA ESTELA IV","0305001588","ROBERTO LOPEZ OROZCO","0303048823-1","CAMARÓN",0,0,0,1,0,0,"SINALOA","SAN CARLOS",1976,"ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL",22.98,6.78,3.46,4,300,1,1,0,1,220,450,335.565,FALSE,450,10.8801545575481,"CATERPILLAR","353","Diesel","large scale"
"0401002472","PESCASUR, S.A. DE C.V.","00040931","TORMENTA","0401002472","PESCASUR, S.A. DE C.V.","4020015235","CAMARÓN | ESCAMA",1,0,0,1,0,0,"CAMPECHE","LERMA",1980,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",20.75,6.4,3,2,60,1,1,1,1,220,520,387.764,FALSE,500,10.9413435696085,"CATERPILLAR","3412","Diesel","large scale"
"2306001112","NAVIERA CAMARONERA ACE SA DE CV","00043950","BANPESCA 24","2306001112","NAVIERA CAMARONERA ACE SA DE CV","4023288231","CAMARÓN",0,0,0,1,0,0,"CAMPECHE","LERMA",1984,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",21.73,5.4,2.51,3,0,1,1,1,1,220,400,298.28,FALSE,400,10.8363200018269,"CUMMINS","S/N","Diesel","large scale"
"2508006836","PESCA MAGUI, SA DE CV","00034819","MEMILLO VIII (MAZATLAN XVII)","2508006836","PESCA MAGUI, SA DE CV","2303110023-8","CAMARÓN",0,0,0,1,0,0,"SINALOA","MAZATLAN",1980,"ACERO","CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",22.24,6.5,3.9,0,18.8,1,1,0,4,220,450,335.565,FALSE,450,10.8801545575481,"CATERPILLAR","C-18","Diesel","large scale"
"2511001972","SCPP DE ALTURA RAMON ARMENTA MONTOYA SCL","00011270","MIGUEL HIDALGO VI","2511001972","SCPP DE ALTURA RAMON ARMENTA MONTOYA SCL","25010828233","CAMARÓN | ESCAMA",1,0,0,1,0,0,"SINALOA","TOPOLOBAMPO",1977,"ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL",24.3,7,0,3.1,0,1,1,0,5,180,450,335.565,FALSE,450,10.8801545575481,"CATERPILLAR","0","Diesel","large scale"
"2508005374","PESQUERA DANYA, SA DE CV","00054957","EXMAZ III","2508005374","PESQUERA DANYA, SA DE CV","2503002823-5","CAMARÓN",0,0,0,1,0,0,"SINALOA","MAZATLAN",1997,"ACERO","HIELO | REFRIGERACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL",23,7,4,2.6,0,1,1,2,4,220,450,335.565,FALSE,450,10.8801545575481,"CATERPILLAR","3408","Diesel","large scale"
